Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.79412664423371,0.7798574302244615,0.8075884261507472
2,0.6512678828371696,0.6344147069454652,0.6675595964980132
3,0.5498992743164441,0.5321853513072927,0.5672378426944592
4,0.48507954120401325,0.4671452538092117,0.5027639853231054
5,0.4442541781340503,0.4263021813063164,0.4620392006511883
6,0.40623067642476035,0.3883344281867049,0.42404069333901595
7,0.3757736652237142,0.3579537365474153,0.3935754429742902
8,0.3489635763354861,0.3312412934729985,0.3667312882824119
9,0.32600544631341466,0.3083767224062262,0.3437377590993448
10,0.3014198168780139,0.2838953876957953,0.3191154242952815
11,0.2891060410552887,0.2716160586816697,0.30680418766513107
12,0.2725856958521294,0.25509788251258686,0.2903364828283635
13,0.2564754301398287,0.23896502988330123,0.2743089531917544
14,0.24097416787863019,0.22341904474732793,0.25891833967311
15,0.22861651824382856,0.2110003200072828,0.2466819342560302
16,0.22186769113699967,0.20419522844963017,0.2400264442015907
17,0.2161297336075946,0.19836111169095968,0.23442104641677536
18,0.20605114499376898,0.18800119201182885,0.2247012677627272
19,0.20066418695471624,0.18237755878595488,0.2196029091272285
20,0.19208879434981374,0.17319782786971988,0.21174200493948864
21,0.18546504282050977,0.1658956331318527,0.20591271395120317
22,0.18247367116211444,0.16242543773952028,0.20347432877414873
23,0.18247367116211444,0.16242543773952028,0.20347432877414873
24,0.18247367116211444,0.16242543773952028,0.20347432877414873
