ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9780487804878046,0.9582382364890184,0.9885178167934162
0.9604035705305505,0.936168665096819,0.9755567799080319
0.9418833914845072,0.9137969547897209,0.9610133196541597
0.9280727845712443,0.897447818396061,0.9498073538068825
0.919452913507115,0.8873266440503368,0.9427141899803786
0.8920519988661748,0.8555118178770083,0.9197846100155933
0.8822492296478655,0.8442045648377478,0.9114909103785986
0.8753296278467061,0.8361996039896148,0.9056400275987578
0.8680954986909478,0.8278178265191724,0.8995240528449783
0.8641496100605341,0.8231874163940117,0.8962215060822235
0.8512518546864963,0.8079235567991941,0.8855007802151816
0.8329453631878615,0.7863853725082645,0.8701979142326574
0.8279873550736484,0.7805271412840903,0.866068766561093
0.812064521322232,0.7616612409027989,0.8528436569425525
0.806385748445853,0.7549149959626895,0.8481401902895972
0.7997214034173745,0.7467386581677481,0.8427933816689833
0.7849117477985339,0.7283670585887356,0.8310589043730453
0.7849117477985339,0.7283670585887356,0.8310589043730453
0.7849117477985339,0.7283670585887356,0.8310589043730453
0.7849117477985339,0.7283670585887356,0.8310589043730453
0.7849117477985339,0.7283670585887356,0.8310589043730453
0.7849117477985339,0.7283670585887356,0.8310589043730453
