Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9203244274809153,0.9117118488187651,0.9281302649545589
0.888924243927544,0.8789515390011418,0.8981236256960939
0.8699279120169143,0.8592261584506966,0.8798739573473218
0.8560025122953637,0.8447871979423611,0.8664727275321935
0.8462784610364114,0.8347075830487583,0.8571101411138504
0.8339086154383746,0.8218819114082484,0.8452015110388026
0.8227087683392402,0.8102643693981594,0.8344224496391002
0.8162574820831751,0.803564729796805,0.8282200433780994
0.8094403866284141,0.7964749249608387,0.8216748806600319
0.805604176265246,0.7924752968952706,0.8180005132308221
0.8003334896565656,0.7869688104486442,0.8129622382551498
0.7941939450783779,0.780533976964268,0.8071118885066011
0.7904255277826322,0.7765719925641043,0.8035320584762654
0.7848839848854948,0.7707283905000049,0.7982835587834298
0.7788674525971737,0.7643601055918274,0.7926067443272309
0.774686415658385,0.7599140824883405,0.788680381321675
0.77011020898361,0.7550218332738079,0.7844064506789791
0.7671425395848295,0.7518197603112308,0.7816613643034641
0.762894795733308,0.7471860968306474,0.777777642533651
0.7609158209065036,0.744996121034839,0.7759963374218386
0.7561451888005066,0.7396113549476445,0.7717969317695613
0.7516263928514999,0.7343678473400288,0.7679472017945129
0.7419404857271246,0.7227960216344899,0.7599904161580967
