Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.7462121212121213,0.6891713596750834,0.79436537589765
2,0.5781093906093909,0.5147473056531117,0.6362280420227744
3,0.48682896051317115,0.4229600487526107,0.5476096890993399
4,0.40893632683106346,0.345539337978645,0.47121241024333566
5,0.3882306900294905,0.3251506541082776,0.4507562391040717
6,0.3549537737412482,0.29242289253641496,0.4178957372140812
7,0.34368539997168485,0.28143325911066935,0.4066943946408151
8,0.3259085689386668,0.26408085992057,0.3890639525983172
9,0.3136101323749435,0.25210199893195034,0.3768613995960737
10,0.29440951202545723,0.23345261264596862,0.3577979757281707
11,0.2670225806742519,0.20695816611095003,0.3306067783439316
12,0.25083939396672145,0.19103925485235623,0.3149270844744952
13,0.24218975969200687,0.1825171663342309,0.3066029969450425
14,0.24218975969200687,0.1825171663342309,0.3066029969450425
15,0.24218975969200687,0.1825171663342309,0.3066029969450425
16,0.2211297805883541,0.16117702441781726,0.28720688544344175
17,0.2211297805883541,0.16117702441781726,0.28720688544344175
18,0.2211297805883541,0.16117702441781726,0.28720688544344175
19,0.20812214643609794,0.14759847248264327,0.2758997018263424
20,0.20812214643609794,0.14759847248264327,0.2758997018263424
21,0.17839041123094115,0.11701554795959193,0.2503268154191105
