Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"12,026","1,816",479,84.59%,84.59%,99.69%,99.69%,84.85%,84.85%,0.33%,0.33%,0.33%,0.33%
2,1-<2 mo,"9,731","1,067",379,88.82%,75.13%,99.72%,99.41%,89.07%,75.58%,0.32%,0.40%,0.32%,0.40%
3,2-<3 mo,"8,285",769,401,90.49%,67.99%,99.72%,99.14%,90.74%,68.58%,0.33%,0.44%,0.33%,0.44%
4,3-<4 mo,"7,115",572,331,91.77%,62.39%,99.73%,98.87%,92.01%,63.10%,0.33%,0.46%,0.33%,0.47%
5,4-<5 mo,"6,212",335,343,94.45%,58.93%,99.74%,98.62%,94.70%,59.76%,0.29%,0.47%,0.30%,0.48%
6,5-<6 mo,"5,534",310,295,94.24%,55.54%,99.75%,98.37%,94.48%,56.46%,0.32%,0.48%,0.32%,0.49%
7,6-<7 mo,"4,929",190,276,96.03%,53.34%,99.75%,98.12%,96.28%,54.36%,0.28%,0.49%,0.28%,0.50%
8,7-<8 mo,"4,463",182,251,95.80%,51.10%,99.75%,97.88%,96.04%,52.20%,0.30%,0.50%,0.31%,0.51%
9,8-<9 mo,"4,030",168,277,95.68%,48.89%,99.76%,97.64%,95.91%,50.07%,0.33%,0.50%,0.33%,0.52%
10,9-<10 mo,"3,585",151,252,95.63%,46.76%,99.76%,97.41%,95.86%,48.00%,0.35%,0.51%,0.35%,0.52%
11,10-<11 mo,"3,182",105,255,96.56%,45.15%,99.76%,97.18%,96.79%,46.46%,0.33%,0.52%,0.33%,0.53%
12,11-<12 mo,"2,822",100,251,96.29%,43.48%,99.76%,96.95%,96.52%,44.84%,0.36%,0.52%,0.36%,0.54%
13,12-<13 mo,"2,471",69,203,97.09%,42.21%,99.75%,96.71%,97.33%,43.65%,0.35%,0.53%,0.35%,0.55%
14,13-<14 mo,"2,199",60,204,97.14%,41.00%,99.75%,96.46%,97.38%,42.51%,0.36%,0.54%,0.37%,0.56%
15,14-<15 mo,"1,935",51,210,97.21%,39.86%,99.75%,96.22%,97.46%,41.42%,0.38%,0.55%,0.39%,0.57%
16,15-<16 mo,"1,674",40,161,97.49%,38.86%,99.76%,95.99%,97.73%,40.48%,0.39%,0.55%,0.39%,0.58%
17,16-<17 mo,"1,473",33,213,97.59%,37.92%,99.76%,95.75%,97.82%,39.60%,0.42%,0.56%,0.42%,0.59%
18,17-<18 mo,"1,227",24,182,97.89%,37.12%,99.76%,95.52%,98.13%,38.86%,0.43%,0.58%,0.43%,0.60%
19,18-<19 mo,"1,021",27,178,97.10%,36.04%,99.76%,95.29%,97.34%,37.83%,0.55%,0.60%,0.55%,0.62%
20,19-<20 mo,816,12,174,98.35%,35.45%,99.75%,95.05%,98.60%,37.30%,0.47%,0.61%,0.47%,0.64%
21,20-<21 mo,630,10,155,98.19%,34.81%,99.76%,94.82%,98.43%,36.71%,0.57%,0.63%,0.57%,0.67%
22,21-<22 mo,465,12,154,96.91%,33.73%,99.77%,94.60%,97.13%,35.66%,0.88%,0.68%,0.88%,0.72%
23,22-<23 mo,299,2,157,99.09%,33.43%,99.75%,94.36%,99.34%,35.42%,0.64%,0.71%,0.64%,0.75%
24,23-<24 mo,140,2,138,+,+,99.77%,94.15%,+,+,+,+,+,+
