Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"5,407",193,208,96.36%,96.36%,99.71%,99.71%,96.64%,96.64%,0.26%,0.26%,0.26%,0.26%
2,1-<2 mo,"5,006",142,198,97.11%,93.57%,99.72%,99.43%,97.38%,94.10%,0.24%,0.34%,0.24%,0.34%
3,2-<3 mo,"4,666",84,253,98.15%,91.84%,99.73%,99.16%,98.42%,92.62%,0.20%,0.38%,0.20%,0.39%
4,3-<4 mo,"4,329",78,234,98.15%,90.14%,99.73%,98.89%,98.42%,91.15%,0.21%,0.42%,0.21%,0.43%
5,4-<5 mo,"4,017",55,184,98.60%,88.88%,99.73%,98.63%,98.86%,90.11%,0.19%,0.45%,0.19%,0.45%
6,5-<6 mo,"3,778",47,176,98.73%,87.74%,99.74%,98.37%,98.99%,89.20%,0.18%,0.47%,0.19%,0.48%
7,6-<7 mo,"3,555",33,226,99.04%,86.90%,99.74%,98.12%,99.30%,88.57%,0.17%,0.49%,0.17%,0.50%
8,7-<8 mo,"3,296",27,195,99.16%,86.17%,99.74%,97.86%,99.42%,88.06%,0.16%,0.51%,0.16%,0.52%
9,8-<9 mo,"3,074",24,203,99.19%,85.47%,99.74%,97.61%,99.45%,87.57%,0.16%,0.52%,0.16%,0.53%
10,9-<10 mo,"2,847",27,215,99.01%,84.63%,99.74%,97.35%,99.27%,86.93%,0.19%,0.54%,0.19%,0.56%
11,10-<11 mo,"2,605",24,217,99.04%,83.82%,99.74%,97.10%,99.29%,86.32%,0.20%,0.56%,0.20%,0.58%
12,11-<12 mo,"2,364",26,197,98.85%,82.86%,99.74%,96.85%,99.11%,85.55%,0.22%,0.58%,0.22%,0.60%
13,12-<13 mo,"2,141",17,166,99.17%,82.17%,99.72%,96.58%,99.45%,85.08%,0.20%,0.60%,0.20%,0.62%
14,13-<14 mo,"1,958",24,167,98.72%,81.12%,99.72%,96.31%,99.00%,84.23%,0.26%,0.63%,0.26%,0.66%
15,14-<15 mo,"1,767",16,172,99.05%,80.35%,99.72%,96.04%,99.33%,83.66%,0.24%,0.66%,0.24%,0.68%
16,15-<16 mo,"1,579",9,170,99.40%,79.86%,99.72%,95.77%,99.68%,83.39%,0.20%,0.67%,0.20%,0.70%
17,16-<17 mo,"1,400",9,173,99.31%,79.32%,99.72%,95.50%,99.59%,83.05%,0.23%,0.69%,0.23%,0.72%
18,17-<18 mo,"1,218",14,175,98.76%,78.33%,99.72%,95.24%,99.04%,82.25%,0.33%,0.73%,0.33%,0.77%
19,18-<19 mo,"1,029",9,167,99.05%,77.59%,99.72%,94.97%,99.33%,81.70%,0.32%,0.76%,0.32%,0.80%
20,19-<20 mo,853,6,181,99.21%,76.98%,99.72%,94.70%,99.49%,81.29%,0.32%,0.80%,0.32%,0.84%
21,20-<21 mo,666,2,167,99.66%,76.71%,99.72%,94.44%,99.93%,81.23%,0.24%,0.82%,0.24%,0.86%
22,21-<22 mo,497,2,170,99.51%,76.34%,99.74%,94.19%,99.77%,81.05%,0.34%,0.85%,0.34%,0.91%
23,22-<23 mo,325,4,165,98.35%,75.08%,99.73%,93.94%,98.61%,79.92%,0.82%,1.05%,0.82%,1.11%
24,23-<24 mo,156,0,156,+,+,99.77%,93.73%,+,+,+,+,+,+
