Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"1,325",21,59,98.38%,98.38%,99.79%,99.79%,98.59%,98.59%,0.35%,0.35%,0.35%,0.35%
2,1-<2 mo,"1,245",27,54,97.78%,96.20%,99.79%,99.58%,97.99%,96.61%,0.42%,0.54%,0.42%,0.54%
3,2-<3 mo,"1,164",32,61,97.18%,93.48%,99.80%,99.37%,97.38%,94.07%,0.49%,0.71%,0.49%,0.71%
4,3-<4 mo,"1,071",23,45,97.81%,91.43%,99.80%,99.17%,98.00%,92.19%,0.45%,0.81%,0.45%,0.82%
5,4-<5 mo,"1,003",27,40,97.25%,88.92%,99.81%,98.98%,97.44%,89.83%,0.52%,0.92%,0.52%,0.93%
6,5-<6 mo,936,18,52,98.02%,87.16%,99.81%,98.80%,98.21%,88.22%,0.46%,0.99%,0.46%,1.00%
7,6-<7 mo,866,12,49,98.57%,85.92%,99.81%,98.62%,98.76%,87.12%,0.41%,1.04%,0.41%,1.05%
8,7-<8 mo,805,22,47,97.18%,83.50%,99.81%,98.43%,97.37%,84.83%,0.59%,1.13%,0.59%,1.15%
9,8-<9 mo,736,21,43,97.06%,81.05%,99.81%,98.25%,97.24%,82.49%,0.63%,1.22%,0.63%,1.24%
10,9-<10 mo,672,16,33,97.56%,79.07%,99.82%,98.07%,97.74%,80.62%,0.60%,1.28%,0.60%,1.31%
11,10-<11 mo,623,6,38,99.01%,78.28%,99.82%,97.89%,99.18%,79.97%,0.40%,1.31%,0.40%,1.34%
12,11-<12 mo,579,11,41,98.03%,76.74%,99.82%,97.72%,98.21%,78.53%,0.59%,1.37%,0.59%,1.40%
13,12-<13 mo,527,9,50,98.21%,75.36%,99.80%,97.53%,98.40%,77.28%,0.59%,1.42%,0.59%,1.45%
14,13-<14 mo,468,5,38,98.89%,74.53%,99.82%,97.35%,99.07%,76.56%,0.50%,1.45%,0.50%,1.49%
15,14-<15 mo,425,9,43,97.77%,72.86%,99.83%,97.18%,97.94%,74.98%,0.74%,1.52%,0.74%,1.56%
16,15-<16 mo,373,6,35,98.31%,71.63%,99.82%,97.00%,98.49%,73.85%,0.68%,1.57%,0.68%,1.62%
17,16-<17 mo,332,6,57,98.02%,70.22%,99.83%,96.84%,98.19%,72.51%,0.80%,1.65%,0.80%,1.70%
18,17-<18 mo,269,8,36,96.81%,67.98%,99.83%,96.68%,96.97%,70.31%,1.11%,1.77%,1.11%,1.83%
19,18-<19 mo,225,6,40,97.07%,65.99%,99.84%,96.53%,97.23%,68.36%,1.18%,1.90%,1.18%,1.97%
20,19-<20 mo,179,4,32,97.55%,64.37%,99.85%,96.38%,97.69%,66.79%,1.21%,2.02%,1.21%,2.09%
21,20-<21 mo,143,1,33,99.21%,63.86%,99.86%,96.25%,99.35%,66.35%,0.79%,2.06%,0.79%,2.14%
22,21-<22 mo,109,4,29,95.77%,61.16%,99.86%,96.11%,95.90%,63.63%,2.07%,2.38%,2.07%,2.47%
23,22-<23 mo,76,2,48,96.15%,58.81%,99.86%,95.98%,96.29%,61.27%,2.67%,2.81%,2.67%,2.93%
24,23-<24 mo,26,0,26,+,+,99.84%,95.83%,+,+,+,+,+,+
