Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,259,67,15,73.36%,73.36%,99.63%,99.63%,73.63%,73.63%,2.79%,2.79%,2.80%,2.80%
2,1-<2 mo,177,41,8,76.30%,55.97%,99.67%,99.30%,76.55%,56.37%,3.23%,3.19%,3.24%,3.21%
3,2-<3 mo,128,21,12,82.79%,46.34%,99.68%,98.98%,83.05%,46.81%,3.42%,3.26%,3.43%,3.29%
4,3-<4 mo,95,16,5,82.70%,38.32%,99.68%,98.66%,82.97%,38.84%,3.93%,3.25%,3.95%,3.30%
5,4-<5 mo,74,4,5,94.41%,36.18%,99.65%,98.32%,94.74%,36.80%,2.72%,3.24%,2.73%,3.30%
6,5-<6 mo,65,6,1,90.70%,32.81%,99.68%,98.01%,90.99%,33.48%,3.62%,3.22%,3.63%,3.28%
7,6-<7 mo,58,2,3,96.46%,31.65%,99.69%,97.70%,96.76%,32.40%,2.46%,3.21%,2.47%,3.28%
8,7-<8 mo,53,3,2,94.23%,29.83%,99.70%,97.41%,94.52%,30.62%,3.23%,3.19%,3.24%,3.28%
9,8-<9 mo,48,2,2,95.74%,28.56%,99.73%,97.14%,96.01%,29.40%,2.94%,3.18%,2.95%,3.27%
10,9-<10 mo,44,3,3,92.94%,26.54%,99.73%,96.88%,93.19%,27.40%,3.93%,3.16%,3.94%,3.26%
11,10-<11 mo,38,4,6,88.57%,23.51%,99.74%,96.63%,88.80%,24.33%,5.38%,3.14%,5.39%,3.25%
12,11-<12 mo,28,2,2,92.59%,21.77%,99.68%,96.31%,92.89%,22.60%,5.04%,3.14%,5.06%,3.26%
13,12-<13 mo,24,1,3,95.56%,20.80%,99.65%,95.98%,95.89%,21.67%,4.34%,3.15%,4.36%,3.28%
14,13-<14 mo,20,0,2,100.00%,20.80%,99.64%,95.63%,100.0000%*,21.6715%#,0.00%,3.15%,0.00%,3.2795%#
15,14-<15 mo,18,0,0,100.00%,20.80%,99.61%,95.26%,100.0000%*,21.6715%#,0.00%,3.15%,0.00%,3.2795%#
16,15-<16 mo,18,2,0,88.89%,18.49%,99.61%,94.89%,89.24%,19.48%,7.41%,3.19%,7.44%,3.37%
17,16-<17 mo,16,0,2,100.00%,18.49%,99.76%,94.66%,100.0000%*,19.4849%#,0.00%,3.19%,0.00%,3.3661%#
18,17-<18 mo,14,0,2,100.00%,18.49%,99.77%,94.44%,100.0000%*,19.4849%#,0.00%,3.19%,0.00%,3.3661%#
19,18-<19 mo,12,1,1,91.30%,16.88%,99.76%,94.21%,91.52%,17.92%,8.31%,3.30%,8.33%,3.50%
20,19-<20 mo,10,0,1,100.00%,16.88%,99.74%,93.97%,100.0000%*,17.9175%#,0.00%,3.30%,0.00%,3.4985%#
21,20-<21 mo,9,2,3,73.33%,12.38%,99.74%,93.73%,73.53%,13.21%,16.15%,3.64%,16.19%,3.89%
22,21-<22 mo,4,0,1,100.00%,12.38%,99.51%,93.26%,100.0000%*,13.2078%#,0.00%,3.64%,0.00%,3.8870%#
23,22-<23 mo,3,1,1,60.00%,7.43%,99.67%,92.96%,60.20%,7.99%,30.98%,4.41%,31.09%,4.75%
24,23-<24 mo,1,0,1,+,+,99.95%,92.91%,+,+,+,+,+,+
