Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,907,15,43,95.67%,95.67%,99.74%,99.74%,95.90%,95.90%,1.13%,1.13%,1.14%,1.14%
2,1-<2 mo,849,11,42,96.99%,92.88%,99.76%,99.50%,97.23%,93.32%,0.98%,1.40%,0.99%,1.42%
3,2-<3 mo,796,10,27,96.51%,89.87%,99.76%,99.26%,96.71%,90.45%,1.15%,1.64%,1.16%,1.66%
4,3-<4 mo,759,7,46,98.01%,88.19%,99.77%,99.04%,98.23%,88.97%,0.88%,1.74%,0.88%,1.77%
5,4-<5 mo,706,6,31,99.00%,87.32%,99.78%,98.83%,99.21%,88.27%,0.59%,1.78%,0.60%,1.82%
6,5-<6 mo,669,9,50,96.31%,84.49%,99.78%,98.61%,96.49%,85.51%,1.38%,1.96%,1.38%,2.01%
7,6-<7 mo,610,5,32,98.07%,82.99%,99.79%,98.41%,98.27%,84.16%,1.00%,2.04%,1.01%,2.10%
8,7-<8 mo,573,6,35,98.70%,81.78%,99.79%,98.21%,98.73%,82.97%,0.57%,2.10%,0.58%,2.16%
9,8-<9 mo,532,6,45,98.33%,80.44%,99.79%,98.01%,98.54%,81.88%,0.91%,2.17%,0.92%,2.24%
10,9-<10 mo,481,4,35,99.39%,79.89%,99.80%,97.81%,99.43%,81.36%,0.38%,2.19%,0.38%,2.27%
11,10-<11 mo,442,3,35,99.72%,79.63%,99.82%,97.63%,99.72%,81.09%,0.16%,2.20%,0.16%,2.27%
12,11-<12 mo,404,6,38,99.38%,79.05%,99.82%,97.46%,99.39%,80.52%,0.25%,2.21%,0.25%,2.28%
13,12-<13 mo,360,1,20,99.89%,78.94%,99.81%,97.28%,99.89%,80.42%,0.11%,2.21%,0.11%,2.28%
14,13-<14 mo,339,1,33,99.88%,78.83%,99.82%,97.10%,99.88%,80.31%,0.12%,2.21%,0.12%,2.29%
15,14-<15 mo,305,3,36,99.58%,78.45%,99.81%,96.92%,99.59%,79.93%,0.24%,2.22%,0.24%,2.30%
16,15-<16 mo,266,2,31,98.33%,77.30%,99.80%,96.73%,98.49%,79.48%,1.49%,2.38%,1.50%,2.51%
17,16-<17 mo,233,0,34,100.00%,77.30%,99.80%,96.54%,100.00%,79.48%,0.00%,2.38%,0.00%,2.51%
18,17-<18 mo,199,1,26,99.78%,77.11%,99.79%,96.34%,99.79%,79.30%,0.21%,2.39%,0.21%,2.52%
19,18-<19 mo,172,0,34,100.00%,77.11%,99.79%,96.14%,100.00%,79.30%,0.00%,2.39%,0.00%,2.52%
20,19-<20 mo,138,1,31,96.98%,75.18%,99.76%,95.92%,97.17%,77.69%,2.91%,2.93%,2.93%,3.14%
21,20-<21 mo,106,1,33,99.56%,74.79%,99.80%,95.73%,99.56%,77.31%,0.44%,2.95%,0.44%,3.16%
22,21-<22 mo,72,2,32,98.62%,73.58%,99.80%,95.54%,98.62%,76.11%,0.95%,3.06%,0.95%,3.27%
23,22-<23 mo,38,0,20,100.00%,73.58%,99.74%,95.31%,100.00%,76.11%,0.00%,3.06%,0.00%,3.27%
24,23-<24 mo,18,0,18,+,+,99.83%,95.15%,+,+,+,+,+,+
