Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"1,347",115,63,91.26%,91.26%,99.77%,99.77%,91.47%,91.47%,0.78%,0.78%,0.78%,0.78%
2,1-<2 mo,"1,169",105,56,90.80%,82.86%,99.78%,99.55%,91.00%,83.23%,0.86%,1.05%,0.86%,1.06%
3,2-<3 mo,"1,008",71,49,92.78%,76.88%,99.79%,99.34%,92.98%,77.39%,0.83%,1.19%,0.83%,1.20%
4,3-<4 mo,888,51,48,94.10%,72.34%,99.79%,99.13%,94.30%,72.97%,0.80%,1.28%,0.80%,1.29%
5,4-<5 mo,789,49,38,93.64%,67.74%,99.79%,98.92%,93.83%,68.47%,0.88%,1.36%,0.88%,1.37%
6,5-<6 mo,702,37,47,94.55%,64.04%,99.79%,98.72%,94.74%,64.87%,0.87%,1.41%,0.87%,1.43%
7,6-<7 mo,618,25,41,95.82%,61.36%,99.80%,98.52%,96.01%,62.29%,0.82%,1.45%,0.82%,1.47%
8,7-<8 mo,552,25,36,95.32%,58.49%,99.79%,98.31%,95.51%,59.49%,0.91%,1.49%,0.92%,1.52%
9,8-<9 mo,491,23,41,95.11%,55.63%,99.79%,98.11%,95.31%,56.70%,0.99%,1.53%,1.00%,1.56%
10,9-<10 mo,427,20,35,95.12%,52.91%,99.80%,97.91%,95.31%,54.04%,1.07%,1.58%,1.07%,1.61%
11,10-<11 mo,372,17,29,95.24%,50.40%,99.80%,97.72%,95.44%,51.58%,1.13%,1.61%,1.13%,1.65%
12,11-<12 mo,326,14,30,95.50%,48.13%,99.80%,97.52%,95.69%,49.35%,1.18%,1.65%,1.18%,1.69%
13,12-<13 mo,282,13,21,95.21%,45.82%,99.78%,97.31%,95.42%,47.09%,1.30%,1.69%,1.30%,1.74%
14,13-<14 mo,248,14,28,94.02%,43.08%,99.77%,97.08%,94.23%,44.38%,1.55%,1.74%,1.55%,1.79%
15,14-<15 mo,206,3,13,98.50%,42.44%,99.78%,96.87%,98.72%,43.81%,0.86%,1.76%,0.86%,1.81%
16,15-<16 mo,190,7,19,96.12%,40.79%,99.77%,96.65%,96.34%,42.20%,1.44%,1.79%,1.44%,1.86%
17,16-<17 mo,164,6,25,96.04%,39.17%,99.78%,96.43%,96.25%,40.62%,1.58%,1.84%,1.59%,1.91%
18,17-<18 mo,133,6,16,95.20%,37.29%,99.77%,96.21%,95.42%,38.76%,1.91%,1.91%,1.92%,1.98%
19,18-<19 mo,111,0,18,100.00%,37.29%,99.77%,95.99%,100.0000%*,38.7644%#,0.00%,1.91%,0.00%,1.9805%#
20,19-<20 mo,93,0,24,100.00%,37.29%,99.77%,95.77%,100.0000%*,38.7644%#,0.00%,1.91%,0.00%,1.9805%#
21,20-<21 mo,69,0,21,100.00%,37.29%,99.76%,95.53%,100.0000%*,38.7644%#,0.00%,1.91%,0.00%,1.9805%#
22,21-<22 mo,48,1,23,97.26%,36.27%,99.74%,95.29%,97.51%,38.07%,2.70%,2.11%,2.71%,2.21%
23,22-<23 mo,24,0,12,100.00%,36.27%,99.85%,95.15%,100.0000%*,38.0653%#,0.00%,2.11%,0.00%,2.2137%#
24,23-<24 mo,12,0,12,+,+,99.84%,95.00%,+,+,+,+,+,+
