Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9473684210526316,0.9091815605628445,0.9697633727334843
0.9200404858299599,0.8760584252176776,0.9488670478900509
0.8958288940975921,0.8472957432575493,0.92957397463967
0.86019933580962,0.8059007803089471,0.9002442088111152
0.8496447427322016,0.79380658722321,0.8913924726031406
0.8381630570196045,0.7805126103840715,0.8818142999667864
0.8322605002800298,0.7736905812824572,0.8768754524062792
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8197453047870968,0.7591497408512027,0.8664344582145086
0.8069367843997985,0.7408769302852586,0.8577674504185785
0.8069367843997985,0.7408769302852586,0.8577674504185785
0.8069367843997985,0.7408769302852586,0.8577674504185785
0.8069367843997985,0.7408769302852586,0.8577674504185785
0.8069367843997985,0.7408769302852586,0.8577674504185785
0.8069367843997985,0.7408769302852586,0.8577674504185785
