Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9732334047109205,0.9606425526361617,0.9818343488028721
2,0.9587573929703689,0.94375375422686,0.9698228007871834
3,0.9411547480565923,0.9236540721885965,0.9547421937776523
4,0.930980102131656,0.9121136421980253,0.9459168868551027
5,0.924339730504469,0.9046106908175604,0.9401237437749586
6,0.9200801004099786,0.8997777033191798,0.9364155936575594
7,0.9126240218004971,0.8913128014130335,0.9299215374482372
8,0.9031339973103707,0.8805470029895928,0.9216410987466664
9,0.8981898330915179,0.8749479882538764,0.9173172650856846
10,0.8910613423526959,0.8668281391012446,0.911112366866098
11,0.8816420892622875,0.8561039483456704,0.9029066887037466
12,0.8775318697319273,0.8513917489444804,0.8993478124040958
13,0.8662814611456209,0.8384120351964657,0.8896631872683682
14,0.8590423403003931,0.8300517106762242,0.8834380330719361
15,0.8562977960821813,0.8268249097496612,0.8811186533788515
16,0.8532286283542883,0.8231496907980252,0.8785726602867397
17,0.8464299938654096,0.8148988077679556,0.8730126559876021
18,0.8464299938654096,0.8148988077679556,0.8730126559876021
19,0.841927706663998,0.8091152058950948,0.8695590586897514
20,0.8364959150081014,0.8018643802413684,0.8655866908600675
21,0.8299607906721007,0.7928150957462152,0.8610360223061622
22,0.8212243612966049,0.7798575761407571,0.8555441874616829
23,0.8212243612966049,0.7798575761407571,0.8555441874616829
24,0.8212243612966049,0.7798575761407571,0.8555441874616829
