Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9444444444444446,0.8919856002007219,0.9718225123289527
2,0.8835125448028673,0.8167111598939293,0.9270402294180989
3,0.8668424967877189,0.7966463011787052,0.91409670538839
4,0.8496772988315261,0.7762362968333736,0.9005390607336398
5,0.8149965927567696,0.7360293052646315,0.8723659400758456
6,0.8149965927567696,0.7360293052646315,0.8723659400758456
7,0.8149965927567696,0.7360293052646315,0.8723659400758456
8,0.8149965927567696,0.7360293052646315,0.8723659400758456
9,0.7926679189826117,0.7088776937317399,0.854784549836105
10,0.7926679189826117,0.7088776937317399,0.854784549836105
11,0.7926679189826117,0.7088776937317399,0.854784549836105
12,0.7777119205112417,0.6892984810000344,0.8437832785625379
13,0.7611648583727049,0.6675028003223503,0.8317251625026251
14,0.7273353091116957,0.6246920695548648,0.8061965271552018
15,0.7273353091116957,0.6246920695548648,0.8061965271552018
16,0.7273353091116957,0.6246920695548648,0.8061965271552018
17,0.7273353091116957,0.6246920695548648,0.8061965271552018
18,0.7273353091116957,0.6246920695548648,0.8061965271552018
19,0.7273353091116957,0.6246920695548648,0.8061965271552018
20,0.7273353091116957,0.6246920695548648,0.8061965271552018
21,0.7273353091116957,0.6246920695548648,0.8061965271552018
22,0.7273353091116957,0.6246920695548648,0.8061965271552018
23,0.7273353091116957,0.6246920695548648,0.8061965271552018
