Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9929078014184392,0.9851812275839693,0.9966126171358866
2,0.9885908109774886,0.979486395012039,0.9936675104616313
3,0.9816533316022087,0.9706256826415883,0.9885653429344958
4,0.9767876397479224,0.9645760273386011,0.9848226399409872
5,0.9652960204567708,0.9506558446413349,0.975648104526244
6,0.962603423468049,0.9474357210184935,0.9734556663314821
7,0.9568736411855007,0.9405741748933453,0.9687766199790162
8,0.9553643767672269,0.9387646852487548,0.96754198284182
9,0.9521530679377571,0.9348867906828138,0.9649266633778446
10,0.9435128404610077,0.9244629064722347,0.9578680295580103
11,0.9398055208521241,0.9199959341057657,0.9548305941022251
12,0.9256579108608026,0.9030077372725618,0.9431853345221515
13,0.9192887050521272,0.895452113398261,0.9378795028418688
14,0.9123419390189875,0.887167040964244,0.932115314263307
15,0.9072019844329647,0.8809708960554109,0.9278896070458387
16,0.9043580910648366,0.8774917581870353,0.9255831180679249
17,0.8981211387126655,0.8697750164191891,0.9205797235168071
18,0.8981211387126655,0.8697750164191891,0.9205797235168071
19,0.893904607545,0.8641982287755711,0.9174241925478125
20,0.893904607545,0.8641982287755711,0.9174241925478125
21,0.893904607545,0.8641982287755711,0.9174241925478125
22,0.893904607545,0.8641982287755711,0.9174241925478125
23,0.893904607545,0.8641982287755711,0.9174241925478125
24,0.893904607545,0.8641982287755711,0.9174241925478125
