ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9963898916967495,0.9936518956319914,0.9979481833198991
0.9935538673370824,0.9901291569399193,0.9957928902905554
0.9915844840519732,0.9877491400120331,0.9942226175556576
0.9895027811463358,0.985258322960269,0.9925297970079321
0.9876764563380186,0.9830889378669642,0.9910251840816774
0.9841946356928792,0.9789900902570322,0.988117744234282
0.9817361978018896,0.976119382974676,0.9860413657352575
0.9791435846034697,0.9731042365975925,0.9838380874409971
0.97730481730844,0.9709656968745353,0.9822725490384075
0.9753072601959036,0.9686297302574226,0.9805776638995063
0.9742360825350618,0.9673705942128242,0.9796722108228154
0.973659270171217,0.9666860055607341,0.9791886247766259
0.9730371236727055,0.9659391701876147,0.9786722794837006
0.9723702030944519,0.9651304209901163,0.978123884400654
0.9723702030944519,0.9651304209901163,0.978123884400654
0.9699331850415842,0.9620800328976329,0.9761801242987426
0.9699331850415842,0.9620800328976329,0.9761801242987426
0.9689143476623392,0.9607512772482717,0.975401401003592
0.9653867468820144,0.9560809285826204,0.9727489356113422
0.9653867468820144,0.9560809285826204,0.9727489356113422
0.9637696836544064,0.9537933433007721,0.9716241456864761
0.9637696836544064,0.9537933433007721,0.9716241456864761
0.9637696836544064,0.9537933433007721,0.9716241456864761
