Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9905123339658447,0.9773569853436326,0.9960399913960871
2,0.9819178668598507,0.9654882668096141,0.9905640837423763
3,0.9753130381589995,0.9568760811116084,0.9859253021321163
4,0.9729685356634246,0.9538233894443259,0.9842412813353986
5,0.9655223478904902,0.9441880848630104,0.9787927583087461
6,0.9603033081721638,0.9375265027026684,0.9748868665703261
7,0.9603033081721638,0.9375265027026684,0.9748868665703261
8,0.9603033081721638,0.9375265027026684,0.9748868665703261
9,0.9572155161844724,0.9334247457793415,0.9726287976785152
10,0.953992568318531,0.9291520703521339,0.97026241183093
11,0.953992568318531,0.9291520703521339,0.97026241183093
12,0.946737871981508,0.9193968773541054,0.9649806094342002
13,0.9428257320146418,0.9141460403944747,0.9621226300555167
14,0.9385787692578189,0.9083926289458661,0.9590414442790163
15,0.9291458168029665,0.8955552937360468,0.9522202694558102
16,0.9291458168029665,0.8955552937360468,0.9522202694558102
17,0.9291458168029665,0.8955552937360468,0.9522202694558102
18,0.923302132420558,0.8872504770200805,0.9481615421515956
19,0.923302132420558,0.8872504770200805,0.9481615421515956
20,0.923302132420558,0.8872504770200805,0.9481615421515956
21,0.9143380340475424,0.8726741065377283,0.9428127219131214
22,0.9143380340475424,0.8726741065377283,0.9428127219131214
23,0.9143380340475424,0.8726741065377283,0.9428127219131214
