Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9882903981264637,0.9783465313257678,0.9936824781150191
2,0.9760590813179686,0.963130301155818,0.9844906727627949
3,0.9555644024451496,0.9389074554376342,0.9677577625622119
4,0.944721118445772,0.9263875586836245,0.958590713887839
5,0.930493390758336,0.9101406114868001,0.9463724068651029
6,0.9139579670130346,0.8914536531057458,0.9319752108705006
7,0.9044540713421886,0.8807739067319132,0.9236357703750687
8,0.8943859369673213,0.8694669009546605,0.914782267461716
9,0.8768145040210088,0.8498436219515713,0.8992302214211635
10,0.8711332005392314,0.8434889411142756,0.894203335605005
11,0.8546578681413263,0.8249996932045467,0.8796598277099155
12,0.8409833422510652,0.8096089338033268,0.8676149349378179
13,0.8334745624095379,0.8011074968235665,0.8610365272187182
14,0.8279180653268079,0.7947422504711883,0.8562226452503914
15,0.8217625406775381,0.787602893789596,0.850954769231588
16,0.8183527376041874,0.7835913502117259,0.8480787614614678
17,0.8183527376041874,0.7835913502117259,0.8480787614614678
18,0.8137292758098134,0.7778029145296367,0.8444353332415111
19,0.8137292758098134,0.7778029145296367,0.8444353332415111
20,0.8137292758098134,0.7778029145296367,0.8444353332415111
21,0.8062638696097237,0.7672386381132165,0.839439328971666
22,0.8062638696097237,0.7672386381132165,0.839439328971666
23,0.8062638696097237,0.7672386381132165,0.839439328971666
24,0.8062638696097237,0.7672386381132165,0.839439328971666
