Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9947916666666667,0.9839393500883166,0.9983172308368294
2,0.9857971669680533,0.9717973658449685,0.9928728527705376
3,0.9744225842722685,0.9571752688136884,0.9847787251662317
4,0.9602712189405137,0.9396609025898734,0.9739389189628217
5,0.943607076312479,0.9197765979809459,0.9605103631896968
6,0.9305618171929512,0.9045004859129114,0.9497086900256857
7,0.9282866049259751,0.9018421485588796,0.9478127166935979
8,0.9185408137981432,0.8903935685539056,0.93970450557988
9,0.915923888402707,0.8873012403656168,0.9375330350283395
10,0.913156746745901,0.8840048625880803,0.9352505891931993
11,0.9042333909145083,0.8733114956164553,0.9279196654391233
12,0.9011045556518283,0.8695590778974193,0.9253489718235333
13,0.8943037665525695,0.8613167903417639,0.9198102705171551
14,0.879821114462649,0.8438481859926681,0.9079598354968753
15,0.8718947981161391,0.8342667802358792,0.9014854668616958
16,0.8675353241255587,0.8289292926943268,0.8979667016237347
17,0.8675353241255587,0.8289292926943268,0.8979667016237347
18,0.861974200252959,0.8217299009137755,0.8937225314073317
19,0.861974200252959,0.8217299009137755,0.8937225314073317
20,0.861974200252959,0.8217299009137755,0.8937225314073317
21,0.861974200252959,0.8217299009137755,0.8937225314073317
22,0.861974200252959,0.8217299009137755,0.8937225314073317
23,0.861974200252959,0.8217299009137755,0.8937225314073317
24,0.861974200252959,0.8217299009137755,0.8937225314073317
