Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"2,872",84,121,97.01%,97.01%,99.84%,99.84%,97.16%,97.16%,0.32%,0.32%,0.32%,0.32%
2,1-<2 mo,"2,667",43,114,98.35%,95.41%,99.85%,99.69%,98.50%,95.71%,0.25%,0.40%,0.25%,0.40%
3,2-<3 mo,"2,510",48,139,98.03%,93.54%,99.85%,99.55%,98.18%,93.96%,0.28%,0.47%,0.28%,0.48%
4,3-<4 mo,"2,323",29,120,98.72%,92.34%,99.86%,99.41%,98.86%,92.89%,0.24%,0.52%,0.24%,0.52%
5,4-<5 mo,"2,174",22,127,98.96%,91.38%,99.86%,99.27%,99.10%,92.05%,0.22%,0.55%,0.22%,0.55%
6,5-<6 mo,"2,025",18,118,99.08%,90.54%,99.86%,99.13%,99.22%,91.34%,0.21%,0.58%,0.22%,0.59%
7,6-<7 mo,"1,889",14,110,99.24%,89.85%,99.86%,98.99%,99.37%,90.77%,0.20%,0.60%,0.20%,0.61%
8,7-<8 mo,"1,765",14,109,99.18%,89.11%,99.86%,98.85%,99.32%,90.15%,0.22%,0.63%,0.22%,0.64%
9,8-<9 mo,"1,642",17,124,98.92%,88.15%,99.86%,98.71%,99.06%,89.30%,0.26%,0.67%,0.26%,0.67%
10,9-<10 mo,"1,501",17,110,98.82%,87.12%,99.86%,98.58%,98.96%,88.37%,0.28%,0.70%,0.28%,0.71%
11,10-<11 mo,"1,374",17,117,98.71%,85.99%,99.86%,98.45%,98.84%,87.35%,0.31%,0.75%,0.31%,0.76%
12,11-<12 mo,"1,240",11,84,99.08%,85.20%,99.86%,98.31%,99.22%,86.67%,0.28%,0.78%,0.28%,0.79%
13,12-<13 mo,"1,145",12,99,98.90%,84.27%,99.85%,98.16%,99.05%,85.84%,0.31%,0.81%,0.31%,0.83%
14,13-<14 mo,"1,034",10,98,98.98%,83.41%,99.85%,98.02%,99.13%,85.10%,0.32%,0.85%,0.32%,0.87%
15,14-<15 mo,926,8,110,99.08%,82.65%,99.85%,97.87%,99.23%,84.44%,0.32%,0.88%,0.32%,0.90%
16,15-<16 mo,808,11,89,98.56%,81.46%,99.85%,97.73%,98.71%,83.35%,0.43%,0.94%,0.43%,0.96%
17,16-<17 mo,708,8,98,98.79%,80.47%,99.86%,97.59%,98.93%,82.46%,0.43%,0.99%,0.43%,1.02%
18,17-<18 mo,602,3,75,99.47%,80.04%,99.86%,97.45%,99.61%,82.14%,0.31%,1.02%,0.31%,1.04%
19,18-<19 mo,524,5,81,98.97%,79.21%,99.86%,97.31%,99.11%,81.40%,0.46%,1.07%,0.46%,1.10%
20,19-<20 mo,438,4,88,98.98%,78.41%,99.86%,97.17%,99.13%,80.69%,0.51%,1.13%,0.51%,1.17%
21,20-<21 mo,346,3,103,98.98%,77.61%,99.88%,97.05%,99.10%,79.97%,0.59%,1.21%,0.59%,1.25%
22,21-<22 mo,240,1,81,99.50%,77.22%,99.88%,96.94%,99.62%,79.66%,0.50%,1.27%,0.50%,1.31%
23,22-<23 mo,158,2,85,98.27%,75.88%,99.89%,96.83%,98.38%,78.37%,1.21%,1.56%,1.22%,1.61%
24,23-<24 mo,71,0,71,+,+,99.91%,96.74%,+,+,+,+,+,+
