Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,510,18,30,94.96%,94.96%,99.78%,99.78%,95.17%,95.17%,1.19%,1.19%,1.20%,1.20%
2,1-<2 mo,462,18,17,95.07%,90.31%,99.78%,99.56%,95.28%,90.70%,1.19%,1.58%,1.19%,1.59%
3,2-<3 mo,427,12,18,95.77%,86.61%,99.78%,99.34%,95.97%,87.16%,1.23%,1.83%,1.23%,1.85%
4,3-<4 mo,397,6,14,98.15%,85.05%,99.78%,99.13%,98.33%,85.73%,0.85%,1.92%,0.85%,1.94%
5,4-<5 mo,377,10,12,96.60%,82.26%,99.79%,98.92%,96.81%,83.10%,1.15%,2.06%,1.15%,2.09%
6,5-<6 mo,355,4,16,98.58%,81.14%,99.80%,98.72%,98.75%,82.09%,0.80%,2.11%,0.80%,2.15%
7,6-<7 mo,335,7,19,97.36%,79.10%,99.80%,98.53%,97.56%,80.19%,1.11%,2.20%,1.11%,2.25%
8,7-<8 mo,309,8,19,97.37%,77.02%,99.80%,98.34%,97.56%,78.22%,1.09%,2.29%,1.09%,2.34%
9,8-<9 mo,282,4,13,98.48%,75.86%,99.80%,98.14%,98.68%,77.19%,0.88%,2.34%,0.88%,2.40%
10,9-<10 mo,265,8,20,97.08%,73.65%,99.79%,97.93%,97.25%,75.06%,1.23%,2.43%,1.24%,2.50%
11,10-<11 mo,237,1,13,99.75%,73.44%,99.79%,97.72%,99.76%,74.86%,0.25%,2.44%,0.25%,2.51%
12,11-<12 mo,223,7,15,96.48%,70.91%,99.79%,97.52%,96.69%,72.57%,1.47%,2.55%,1.48%,2.64%
13,12-<13 mo,201,5,13,97.35%,69.01%,99.76%,97.29%,97.58%,70.79%,1.32%,2.64%,1.32%,2.74%
14,13-<14 mo,183,3,16,97.61%,67.42%,99.76%,97.05%,97.84%,69.29%,1.44%,2.73%,1.44%,2.85%
15,14-<15 mo,164,2,13,97.92%,66.13%,99.75%,96.81%,98.15%,68.09%,1.54%,2.82%,1.55%,2.95%
16,15-<16 mo,149,3,11,97.29%,64.43%,99.78%,96.60%,97.50%,66.48%,1.77%,2.93%,1.77%,3.07%
17,16-<17 mo,135,3,23,95.93%,62.13%,99.78%,96.39%,96.11%,64.15%,2.50%,3.09%,2.51%,3.25%
18,17-<18 mo,109,5,17,93.86%,58.67%,99.82%,96.22%,93.99%,60.60%,3.20%,3.30%,3.21%,3.49%
19,18-<19 mo,87,2,14,97.43%,56.95%,99.81%,96.04%,97.47%,58.91%,1.73%,3.45%,1.73%,3.63%
20,19-<20 mo,71,0,12,100.00%,56.95%,99.81%,95.86%,100.00%,58.91%,0.00%,3.45%,0.00%,3.63%
21,20-<21 mo,59,2,19,97.92%,55.44%,99.82%,95.69%,97.93%,57.41%,1.42%,3.57%,1.42%,3.75%
22,21-<22 mo,38,0,13,100.00%,55.44%,99.84%,95.55%,100.00%,57.41%,0.00%,3.57%,0.00%,3.75%
23,22-<23 mo,25,1,14,90.27%,51.13%,99.84%,95.40%,90.36%,53.02%,8.58%,4.92%,8.60%,5.29%
24,23-<24 mo,10,0,10,+,+,99.83%,95.24%,+,+,+,+,+,+
