Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"2,127",91,105,95.61%,95.61%,99.77%,99.77%,95.83%,95.83%,0.45%,0.45%,0.45%,0.45%
2,1-<2 mo,"1,931",58,88,96.93%,92.67%,99.78%,99.55%,97.14%,93.09%,0.40%,0.58%,0.40%,0.58%
3,2-<3 mo,"1,785",37,90,97.87%,90.70%,99.79%,99.34%,98.08%,91.31%,0.35%,0.65%,0.35%,0.65%
4,3-<4 mo,"1,658",14,83,99.13%,89.92%,99.79%,99.13%,99.34%,90.71%,0.23%,0.68%,0.23%,0.68%
5,4-<5 mo,"1,561",18,89,98.81%,88.85%,99.80%,98.93%,99.02%,89.81%,0.28%,0.71%,0.28%,0.72%
6,5-<6 mo,"1,454",12,90,99.15%,88.09%,99.80%,98.73%,99.35%,89.23%,0.24%,0.74%,0.25%,0.75%
7,6-<7 mo,"1,352",9,74,99.32%,87.49%,99.80%,98.53%,99.52%,88.80%,0.23%,0.76%,0.23%,0.77%
8,7-<8 mo,"1,269",4,72,99.68%,87.21%,99.80%,98.33%,99.87%,88.68%,0.16%,0.77%,0.16%,0.79%
9,8-<9 mo,"1,193",7,88,99.39%,86.68%,99.80%,98.14%,99.59%,88.32%,0.23%,0.79%,0.23%,0.81%
10,9-<10 mo,"1,098",4,70,99.62%,86.35%,99.80%,97.95%,99.82%,88.16%,0.19%,0.81%,0.19%,0.83%
11,10-<11 mo,"1,024",4,80,99.59%,86.00%,99.80%,97.76%,99.79%,87.97%,0.20%,0.82%,0.20%,0.84%
12,11-<12 mo,940,12,86,98.66%,84.85%,99.80%,97.56%,98.86%,86.97%,0.38%,0.88%,0.38%,0.90%
13,12-<13 mo,842,3,67,99.63%,84.53%,99.79%,97.36%,99.84%,86.83%,0.21%,0.89%,0.21%,0.92%
14,13-<14 mo,772,2,69,99.73%,84.30%,99.79%,97.15%,99.94%,86.78%,0.19%,0.90%,0.19%,0.93%
15,14-<15 mo,701,5,68,99.25%,83.67%,99.79%,96.94%,99.46%,86.31%,0.33%,0.94%,0.33%,0.97%
16,15-<16 mo,628,2,76,99.66%,83.39%,99.79%,96.74%,99.87%,86.20%,0.24%,0.96%,0.24%,0.99%
17,16-<17 mo,550,1,78,99.80%,83.23%,99.80%,96.55%,100.0000%*,86.1958%#,0.20%,0.97%,0.20%,0.9912%#
18,17-<18 mo,471,1,72,99.77%,83.03%,99.80%,96.36%,99.97%,86.17%,0.23%,0.99%,0.23%,1.02%
19,18-<19 mo,398,1,72,99.72%,82.81%,99.80%,96.17%,99.92%,86.11%,0.28%,1.01%,0.28%,1.05%
20,19-<20 mo,325,2,57,99.33%,82.25%,99.81%,95.98%,99.51%,85.69%,0.48%,1.08%,0.48%,1.12%
21,20-<21 mo,266,1,79,99.56%,81.88%,99.82%,95.81%,99.74%,85.47%,0.44%,1.13%,0.44%,1.18%
22,21-<22 mo,186,1,76,99.32%,81.33%,99.81%,95.63%,99.51%,85.05%,0.67%,1.25%,0.67%,1.31%
23,22-<23 mo,109,0,68,100.00%,81.33%,99.80%,95.43%,100.0000%*,85.0495%#,0.00%,1.25%,0.00%,1.3106%#
24,23-<24 mo,41,0,41,+,+,99.79%,95.23%,+,+,+,+,+,+
