Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"1,035",21,43,98.28%,98.28%,99.73%,99.73%,98.53%,98.53%,0.37%,0.37%,0.37%,0.37%
2,1-<2 mo,971,21,38,97.95%,96.28%,99.73%,99.46%,98.21%,96.79%,0.45%,0.57%,0.46%,0.58%
3,2-<3 mo,912,18,34,98.10%,94.45%,99.73%,99.19%,98.36%,95.21%,0.46%,0.71%,0.46%,0.72%
4,3-<4 mo,860,17,30,98.18%,92.77%,99.73%,98.93%,98.44%,93.75%,0.44%,0.81%,0.44%,0.82%
5,4-<5 mo,813,21,48,97.43%,90.40%,99.74%,98.67%,97.68%,91.58%,0.57%,0.95%,0.57%,0.96%
6,5-<6 mo,744,11,43,98.49%,89.03%,99.74%,98.42%,98.74%,90.42%,0.46%,1.03%,0.46%,1.04%
7,6-<7 mo,690,9,36,98.65%,87.83%,99.74%,98.16%,98.91%,89.43%,0.46%,1.09%,0.46%,1.11%
8,7-<8 mo,645,6,34,99.15%,87.12%,99.74%,97.92%,99.39%,88.90%,0.34%,1.12%,0.34%,1.15%
9,8-<9 mo,605,12,37,98.08%,85.48%,99.74%,97.67%,98.33%,87.45%,0.55%,1.20%,0.56%,1.23%
10,9-<10 mo,556,7,29,98.83%,84.51%,99.74%,97.42%,99.07%,86.65%,0.44%,1.24%,0.44%,1.27%
11,10-<11 mo,520,10,32,98.21%,83.07%,99.74%,97.17%,98.45%,85.36%,0.56%,1.29%,0.56%,1.34%
12,11-<12 mo,478,5,43,98.81%,82.06%,99.74%,96.93%,99.06%,84.55%,0.54%,1.36%,0.54%,1.41%
13,12-<13 mo,430,6,28,98.58%,80.94%,99.72%,96.66%,98.82%,83.58%,0.59%,1.42%,0.59%,1.48%
14,13-<14 mo,396,2,39,99.53%,80.56%,99.72%,96.39%,99.79%,83.43%,0.33%,1.44%,0.33%,1.50%
15,14-<15 mo,355,4,20,98.97%,79.72%,99.72%,96.13%,99.23%,82.77%,0.51%,1.49%,0.51%,1.55%
16,15-<16 mo,331,4,23,98.72%,78.67%,99.73%,95.88%,98.99%,81.93%,0.65%,1.56%,0.65%,1.63%
17,16-<17 mo,304,4,31,98.78%,77.79%,99.72%,95.62%,99.00%,81.15%,0.60%,1.61%,0.61%,1.68%
18,17-<18 mo,269,3,41,98.91%,76.99%,99.71%,95.35%,99.18%,80.53%,0.62%,1.65%,0.63%,1.74%
19,18-<19 mo,225,2,31,99.09%,76.37%,99.72%,95.10%,99.32%,80.02%,0.63%,1.69%,0.64%,1.79%
20,19-<20 mo,192,1,37,99.45%,75.99%,99.73%,94.85%,99.67%,79.77%,0.55%,1.72%,0.55%,1.83%
21,20-<21 mo,154,0,31,100.00%,75.99%,99.72%,94.59%,100.00%,79.77%,0.00%,1.72%,0.00%,1.83%
22,21-<22 mo,123,2,41,98.20%,74.68%,99.72%,94.33%,98.46%,78.82%,1.26%,1.92%,1.26%,2.06%
23,22-<23 mo,80,0,35,100.00%,74.68%,99.70%,94.06%,100.00%,78.82%,0.00%,1.92%,0.00%,2.06%
24,23-<24 mo,45,0,45,+,+,99.69%,93.78%,+,+,+,+,+,+
