Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"3,736",82,141,97.76%,97.76%,99.78%,99.78%,97.98%,97.98%,0.24%,0.24%,0.24%,0.24%
2,1-<2 mo,"3,513",67,137,98.05%,95.86%,99.79%,99.57%,98.27%,96.28%,0.24%,0.33%,0.24%,0.33%
3,2-<3 mo,"3,309",46,138,98.58%,94.50%,99.79%,99.36%,98.79%,95.11%,0.21%,0.38%,0.21%,0.39%
4,3-<4 mo,"3,125",53,131,98.27%,92.86%,99.80%,99.16%,98.47%,93.65%,0.24%,0.44%,0.24%,0.44%
5,4-<5 mo,"2,941",35,114,98.79%,91.74%,99.80%,98.96%,98.98%,92.70%,0.20%,0.47%,0.20%,0.48%
6,5-<6 mo,"2,792",36,167,98.67%,90.52%,99.80%,98.76%,98.87%,91.65%,0.22%,0.51%,0.22%,0.51%
7,6-<7 mo,"2,589",19,152,99.24%,89.83%,99.81%,98.57%,99.44%,91.13%,0.17%,0.53%,0.17%,0.54%
8,7-<8 mo,"2,418",21,138,99.11%,89.03%,99.81%,98.38%,99.30%,90.49%,0.19%,0.55%,0.19%,0.56%
9,8-<9 mo,"2,259",20,164,99.08%,88.21%,99.81%,98.19%,99.27%,89.84%,0.20%,0.58%,0.20%,0.59%
10,9-<10 mo,"2,075",18,144,99.10%,87.42%,99.81%,98.00%,99.29%,89.20%,0.21%,0.60%,0.21%,0.61%
11,10-<11 mo,"1,913",14,132,99.24%,86.76%,99.81%,97.82%,99.43%,88.69%,0.20%,0.62%,0.20%,0.63%
12,11-<12 mo,"1,767",31,129,98.18%,85.18%,99.81%,97.63%,98.37%,87.25%,0.32%,0.67%,0.32%,0.69%
13,12-<13 mo,"1,607",16,132,98.96%,84.29%,99.79%,97.42%,99.17%,86.52%,0.26%,0.70%,0.26%,0.72%
14,13-<14 mo,"1,459",13,136,99.07%,83.50%,99.79%,97.22%,99.27%,85.89%,0.26%,0.73%,0.26%,0.75%
15,14-<15 mo,"1,310",8,139,99.36%,82.97%,99.79%,97.01%,99.57%,85.52%,0.23%,0.75%,0.23%,0.77%
16,15-<16 mo,"1,163",6,103,99.46%,82.52%,99.79%,96.81%,99.67%,85.23%,0.22%,0.76%,0.22%,0.79%
17,16-<17 mo,"1,054",11,125,98.89%,81.60%,99.80%,96.62%,99.09%,84.46%,0.33%,0.80%,0.33%,0.83%
18,17-<18 mo,918,6,142,99.29%,81.02%,99.80%,96.42%,99.49%,84.03%,0.29%,0.83%,0.29%,0.86%
19,18-<19 mo,770,5,133,99.29%,80.45%,99.80%,96.23%,99.48%,83.60%,0.32%,0.87%,0.32%,0.90%
20,19-<20 mo,632,2,144,99.64%,80.16%,99.81%,96.05%,99.84%,83.46%,0.25%,0.89%,0.25%,0.92%
21,20-<21 mo,486,4,135,99.04%,79.40%,99.82%,95.87%,99.23%,82.82%,0.48%,0.96%,0.48%,1.00%
22,21-<22 mo,347,4,109,98.63%,78.31%,99.83%,95.70%,98.80%,81.82%,0.68%,1.09%,0.68%,1.14%
23,22-<23 mo,234,2,122,98.84%,77.40%,99.84%,95.55%,99.00%,81.01%,0.81%,1.25%,0.81%,1.31%
24,23-<24 mo,110,0,110,+,+,99.85%,95.41%,+,+,+,+,+,+
