Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,"1,113",51,46,90.64%,90.64%,99.81%,99.81%,90.81%,90.81%,1.55%,1.55%,1.55%,1.55%
2,1-<2 mo,"1,016",32,39,90.66%,82.62%,99.82%,99.63%,90.81%,82.90%,1.77%,1.98%,1.77%,2.00%
3,2-<3 mo,945,11,48,95.16%,79.23%,99.83%,99.45%,95.32%,79.59%,1.54%,2.09%,1.54%,2.11%
4,3-<4 mo,886,16,42,95.26%,76.06%,99.83%,99.29%,95.42%,76.50%,1.57%,2.16%,1.58%,2.19%
5,4-<5 mo,828,15,52,96.54%,73.73%,99.83%,99.12%,96.71%,74.26%,1.38%,2.22%,1.38%,2.25%
6,5-<6 mo,761,8,40,98.58%,72.49%,99.83%,98.95%,98.60%,73.04%,0.56%,2.26%,0.56%,2.29%
7,6-<7 mo,713,15,41,97.10%,70.62%,99.84%,98.79%,97.26%,71.32%,1.41%,2.31%,1.42%,2.35%
8,7-<8 mo,657,13,48,97.44%,68.84%,99.84%,98.64%,97.59%,69.60%,1.25%,2.36%,1.25%,2.41%
9,8-<9 mo,596,11,38,96.41%,66.70%,99.84%,98.48%,96.56%,67.51%,1.78%,2.43%,1.79%,2.49%
10,9-<10 mo,547,4,41,97.86%,65.47%,99.84%,98.33%,98.01%,66.34%,1.45%,2.47%,1.45%,2.53%
11,10-<11 mo,502,11,51,94.19%,62.43%,99.84%,98.18%,94.33%,63.31%,2.58%,2.55%,2.58%,2.63%
12,11-<12 mo,440,4,49,99.32%,61.90%,99.84%,98.02%,99.35%,62.80%,0.44%,2.57%,0.44%,2.64%
13,12-<13 mo,387,7,38,96.56%,60.05%,99.85%,97.88%,96.71%,61.03%,2.18%,2.64%,2.19%,2.73%
14,13-<14 mo,342,5,30,99.44%,59.58%,99.84%,97.73%,99.44%,60.56%,0.25%,2.64%,0.25%,2.73%
15,14-<15 mo,307,8,28,96.38%,57.80%,99.84%,97.57%,96.51%,58.83%,2.67%,2.73%,2.68%,2.83%
16,15-<16 mo,271,6,23,91.78%,54.31%,99.83%,97.41%,91.93%,55.33%,4.46%,2.92%,4.48%,3.04%
17,16-<17 mo,242,5,36,95.18%,52.53%,99.83%,97.25%,95.30%,53.51%,3.98%,2.97%,3.99%,3.10%
18,17-<18 mo,201,4,27,98.55%,51.50%,99.82%,97.08%,98.58%,52.52%,0.91%,3.02%,0.91%,3.15%
19,18-<19 mo,170,2,30,94.03%,49.45%,99.82%,96.91%,94.19%,50.48%,4.71%,3.10%,4.73%,3.25%
20,19-<20 mo,138,0,27,100.00%,49.45%,99.81%,96.73%,100.00%,50.48%,0.00%,3.10%,0.00%,3.25%
21,20-<21 mo,111,0,30,100.00%,49.45%,99.82%,96.56%,100.00%,50.48%,0.00%,3.10%,0.00%,3.25%
22,21-<22 mo,81,1,22,99.48%,49.06%,99.81%,96.38%,99.49%,50.10%,0.51%,3.12%,0.51%,3.27%
23,22-<23 mo,58,1,28,+,+,99.81%,96.20%,+,+,+,+,+,+
