ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9952579880320648,0.994130642701267,0.9961692180145902
0.9912410398372541,0.9897390716920049,0.9925239847258609
0.9886434155985848,0.9869373275825724,0.990127790731391
0.9868145297874885,0.9849719613067094,0.9884325116345241
0.9850294342768446,0.9830570310695936,0.986773768665146
0.9829190727524635,0.9807955383662045,0.9848096188833512
0.9813833816771529,0.9791509897903987,0.9833787748283965
0.979995632759459,0.9776633934732918,0.9820865910836203
0.978525596073947,0.9760861753035184,0.9807186381531908
0.9774205417587867,0.9748984968355283,0.9796918331354953
0.9753472254580873,0.9726666224669012,0.9777679527817217
0.9742851028124823,0.9715209265163377,0.9767842035042146
0.9732561699416398,0.9704071981593637,0.9758342899115137
0.9725119006299339,0.9695978295096127,0.9751502465360585
0.9712803532673812,0.9682504927921388,0.9740249650000381
0.9708262009824995,0.9677501050216194,0.9736129029661795
0.9696567321463473,0.9664522766643207,0.9725594609776501
0.9688935233843282,0.9655960495532118,0.971879566922512
0.9684535172429177,0.9650951651060733,0.9714935367035473
0.9679401573079879,0.9645000173925475,0.9710519504308835
0.9679401573079879,0.9645000173925475,0.9710519504308835
0.9671601894132994,0.9635348452874283,0.9704306552160832
0.9666508896821713,0.962873252576906,0.9700501535713041
