Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.7089201877934276,0.6720236420057223,0.7424864822306867
0.5968118790260952,0.5572530489512901,0.6340580779766528
0.5446125893153582,0.504392678504251,0.583004101668546
0.5085455304203014,0.46806370558384125,0.5475431841058016
0.483312355246775,0.4426369435010539,0.5227447729525628
0.46488095186871997,0.42406238057383866,0.5046358942563355
0.4321428566666973,0.39108017222006786,0.47247353255900565
0.4179742384153298,0.37678102026289395,0.45858538886097616
0.4054600396603795,0.36412389354347063,0.4463509847301819
0.4054600396603795,0.36412389354347063,0.4463509847301819
0.39353474437625047,0.35185674917424187,0.43490043336356365
0.3765720398772741,0.33422457818575063,0.41881105400718144
0.361804508901695,0.31882713347691716,0.4048716326644123
0.3462430246478585,0.30263329856328525,0.3901759721964189
0.33325891122356405,0.2890223805859503,0.37803816249725114
0.33325891122356405,0.2890223805859503,0.37803816249725114
0.33325891122356405,0.2890223805859503,0.37803816249725114
0.3206831032528635,0.27500386899100815,0.3671718711876628
0.3206831032528635,0.27500386899100815,0.3671718711876628
0.3206831032528635,0.27500386899100815,0.3671718711876628
0.3206831032528635,0.27500386899100815,0.3671718711876628
0.3038050451869233,0.2504722042739045,0.35870763798102767
