ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9961010946926442,0.9956634274968528,0.9964946682554383
0.9932842701005422,0.9927132224278546,0.9938107057308725
0.9908062220254475,0.9901366978193278,0.991430495616564
0.9887113271530118,0.9879654704040217,0.9894112064847375
0.9865434033748631,0.9857231077568273,0.98731687171887
0.9846486710376878,0.9837654687412859,0.9854841799916664
0.9829403070555505,0.9820012506709115,0.9838307739761107
0.9809838175908696,0.97998130020109,0.9819365938144526
0.9790588917714566,0.9779941313323542,0.9800726598993496
0.976927763429661,0.9757938939011355,0.9780091203835815
0.9750770691821472,0.9738824246845097,0.9762177390353586
0.9731668367551779,0.9719080147997781,0.9743699966675262
0.9709972451018576,0.9696634826905529,0.9722732098051597
0.9685766230257242,0.9671578715533672,0.9699350426544722
0.9666889923262585,0.9652011244355174,0.9681143005462058
0.9646581330986829,0.9630917237611253,0.9661592371184422
0.9624865495419348,0.9608322751604363,0.9640722680718071
0.9603218342210649,0.9585729083250705,0.9619983978839831
0.9584230923196717,0.9565839738163502,0.9601859363011943
0.9565764196947791,0.9546400876549859,0.958431904373043
0.9550477562779811,0.9530195914060757,0.9569903531698248
0.9538158339867492,0.9516978613967835,0.9558431059253379
0.9529071494831085,0.9507050707871842,0.9550132014773741
