Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9846153846153846,0.8957736795909979,0.9978184520262453
2,0.9846153846153846,0.8957736795909979,0.9978184520262453
3,0.9846153846153846,0.8957736795909979,0.9978184520262453
4,0.9846153846153846,0.8957736795909979,0.9978184520262453
5,0.9846153846153846,0.8957736795909979,0.9978184520262453
6,0.9667132867132866,0.8728202438439103,0.991610161068321
7,0.9477581242287123,0.8459417665216226,0.9829393236209552
8,0.9275930577557612,0.8174110553378856,0.9723682026967851
9,0.9275930577557612,0.8174110553378856,0.9723682026967851
10,0.9275930577557612,0.8174110553378856,0.9723682026967851
11,0.9275930577557612,0.8174110553378856,0.9723682026967851
12,0.9275930577557612,0.8174110553378856,0.9723682026967851
13,0.9275930577557612,0.8174110553378856,0.9723682026967851
14,0.9275930577557612,0.8174110553378856,0.9723682026967851
15,0.9275930577557612,0.8174110553378856,0.9723682026967851
16,0.9275930577557612,0.8174110553378856,0.9723682026967851
17,0.9275930577557612,0.8174110553378856,0.9723682026967851
18,0.9275930577557612,0.8174110553378856,0.9723682026967851
19,0.8812134048679731,0.7120278769607583,0.9540087866683002
