Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.8426171529619799,0.8357751916970291,0.849200409700584
2,0.7445391515655687,0.7363052014605772,0.7525610793243764
3,0.6725964441216764,0.6636699083911237,0.6813463132517089
4,0.6156332113826588,0.6062877822256655,0.6248304556999765
5,0.5803524437482163,0.5707916431229685,0.5897830840125249
6,0.5461130237243966,0.5363608229982048,0.555752808300966
7,0.5239290762567906,0.51405847658584,0.5336989969024152
8,0.501724340785839,0.49173427496852096,0.5116257184693122
9,0.4806263286258269,0.47052120736308284,0.49065452842605556
10,0.45924563271498897,0.4490147788576476,0.4694119367446823
11,0.44303511175212296,0.43270001868954766,0.4533154575742294
12,0.4266453735138941,0.41618858752983323,0.4370577741944936
13,0.4146746133626934,0.4041106200751285,0.425202141741101
14,0.4032969659602871,0.39261373089213286,0.4139516502681078
15,0.39279560451976997,0.38198005962503084,0.40359032470800826
16,0.38306923716975666,0.3721025393859018,0.39402273457525816
17,0.3751057906622851,0.36399385143536156,0.3862112278375625
18,0.3684807094142549,0.3572125491294523,0.37974833297956273
19,0.35865940718899836,0.3471038537096112,0.37022421547935347
20,0.3538714782095333,0.3421319690327184,0.36562559408385037
21,0.3490312908176097,0.3370376679907294,0.36104558031870165
22,0.34166210809401326,0.32916290538776033,0.3541929177411969
23,0.33987330124535353,0.3271982509253535,0.35258318088656254
24,0.33708745451383426,0.3239460564208072,0.35027022567338967
