Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9539227895392277,0.9424762276327004,0.9631362635916214
2,0.9148384530233844,0.8998538369215574,0.9276716984217832
3,0.89398347309124,0.877465352647856,0.9083922630771222
4,0.8800493582522465,0.8625630532612556,0.8954472705902894
5,0.8637951484692231,0.8452139498241253,0.8803059283599177
6,0.8523106925541528,0.8329648639220556,0.8695940405532272
7,0.8436753258616075,0.8237507070514368,0.8615400004548978
8,0.8326828134725313,0.81200663177911,0.851297017675601
9,0.8269335650480946,0.8058604843954221,0.8459421020960944
10,0.8217261748399824,0.8002618633161641,0.841117437614916
11,0.8073873288360629,0.7848305170515801,0.8278445128053029
12,0.803846156341168,0.7810094036390698,0.8245749274956908
13,0.7910460583102574,0.7671370570335655,0.8128070081671974
14,0.7868753409553705,0.7625959795484435,0.8089903464557833
15,0.7792653279867499,0.754250831320713,0.8020763441691691
16,0.7708861309116241,0.7450003450745155,0.7945163176831582
17,0.765175863275242,0.7386204856431449,0.7894284854906573
18,0.7545484207297526,0.7266409430752435,0.7800504205323482
19,0.7469267195102598,0.7178813121880706,0.7734675273923066
20,0.7439509158468723,0.7143853592923367,0.7709612081062195
21,0.7365850651949226,0.7054261892150611,0.7650135981412571
22,0.7365850651949226,0.7054261892150611,0.7650135981412571
23,0.7365850651949226,0.7054261892150611,0.7650135981412571
24,0.7365850651949226,0.7054261892150611,0.7650135981412571
