Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.8552338530066813,0.8191682862599522,0.88461606535821
0.7509370416644029,0.707785596065843,0.7886863640846213
0.6802319305985989,0.6339336220833444,0.7219980337174081
0.6290866726588544,0.5810988837102363,0.6731838952066478
0.5892710604652558,0.5402784789900665,0.6348888593000183
0.5454183303841206,0.4956392542885739,0.592415652773102
0.5034630742007267,0.45298821675928075,0.5517311342943603
0.4939036487412192,0.44327136313548154,0.5424630381787608
0.4574409632636797,0.40630896596251614,0.5070357284257876
0.4428028524392419,0.39140888584334504,0.4928820497912329
0.43094206174890515,0.3792703211834309,0.4814832585011972
0.4181418024890367,0.36609756814867145,0.46926085181674265
0.39541670452767597,0.34270378399829665,0.4475994760874775
0.380400880305106,0.3271694258246017,0.43338812058250215
0.380400880305106,0.3271694258246017,0.43338812058250215
0.37372718065063054,0.31992619877691664,0.42741795381905556
0.36639919671630444,0.3118685488608391,0.42097753111259256
0.3501147879733576,0.2937915086683208,0.40688787546596755
0.3334426552127215,0.27558933430374244,0.3922326983124306
0.3334426552127215,0.27558933430374244,0.3922326983124306
0.3334426552127215,0.27558933430374244,0.3922326983124306
0.31894514846434235,0.2575062786843152,0.381933646393892
0.31894514846434235,0.2575062786843152,0.381933646393892
