ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9987212276214834,0.9909572270596811,0.9998197686499197
0.9920273856132966,0.9823382323395587,0.9964108047196646
0.9892010967653955,0.9785147576316697,0.9945869215935285
0.9786133174422187,0.9647368243550082,0.9870657500940694
0.9690503208548359,0.9528627976207468,0.9797378144231005
0.9657145194061109,0.9487791884940967,0.9771178416160522
0.960446985663896,0.9423403096648725,0.9729491501064628
0.9585784117618257,0.9400460629754984,0.9714690160443217
0.9585784117618257,0.9400460629754984,0.9714690160443217
0.9521015306012729,0.9319026142574123,0.9664168818306111
0.9452022441476402,0.9233006909226881,0.9609817796051774
0.9426950763912805,0.9201524546452718,0.9590150291387625
0.9347953969801804,0.9102775993221512,0.9527870008849421
0.9319626836559983,0.9067274159264176,0.9505564700414633
0.9224850970425471,0.8947288201473522,0.9431554054697153
0.9224850970425471,0.8947288201473522,0.9431554054697153
0.9224850970425471,0.8947288201473522,0.9431554054697153
0.9139829302495278,0.8833424164124674,0.9368630748446841
0.9139829302495278,0.8833424164124674,0.9368630748446841
0.9032930714161996,0.8685263095054866,0.9292403378759632
0.890296048805895,0.8502202426152797,0.9201517467421658
0.890296048805895,0.8502202426152797,0.9201517467421658
0.890296048805895,0.8502202426152797,0.9201517467421658
