Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9761904761904767,0.9081408413601143,0.9939915841526477
0.9761904761904767,0.9081408413601143,0.9939915841526477
0.9494455316373132,0.8706050063070008,0.9807654711049295
0.9081652911313424,0.8166129776507454,0.9552300171783884
0.8649193248869926,0.7629136587358633,0.925128767579041
0.8494743369425819,0.7439394802764625,0.9139551114766292
0.8494743369425819,0.7439394802764625,0.9139551114766292
0.8494743369425819,0.7439394802764625,0.9139551114766292
0.7915556321510424,0.6701169060862192,0.8724061429218422
0.7915556321510424,0.6701169060862192,0.8724061429218422
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
0.748768841223959,0.6177595886327917,0.8404699669374878
