Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.8917197452229298,0.8316044327251622,0.931251529660296
0.799245104977589,0.7268709047033266,0.8543524602965422
0.7366954880662993,0.6586652216778209,0.7996011891214677
0.6789154497865897,0.5970794293951225,0.7476619558340432
0.6164864429096619,0.5314001168512353,0.6906740150847833
0.6084801254692765,0.5230739609000578,0.683282289396139
0.5831267869080569,0.4966325843158068,0.659926578310746
0.5659759990578195,0.4788861343615034,0.644015360170053
0.5300410149906566,0.4418592682979408,0.6105612888832179
0.5300410149906566,0.4418592682979408,0.6105612888832179
0.5084066878481808,0.4190054103352229,0.5909205380915906
0.47120619849343576,0.37931710085816367,0.5576196630562463
0.4573471926553934,0.3644336358465734,0.5453612083346051
0.4573471926553934,0.3644336358465734,0.5453612083346051
0.4573471926553934,0.3644336358465734,0.5453612083346051
0.43655868389833,0.339658532836349,0.5293071568336704
0.43655868389833,0.339658532836349,0.5293071568336704
0.4123054236817562,0.31042161565216037,0.5111848716045706
0.4123054236817562,0.31042161565216037,0.5111848716045706
0.37794663837494324,0.266129785118469,0.4891045336078382
0.3401519745374489,0.22065271215526447,0.4632370860999916
