Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9919999999999998,0.944573986871364,0.9988692060206646
0.9753277310924368,0.9254400765130528,0.9919781490726122
0.9662969187675062,0.9125831311507588,0.987232929169641
0.9566339495798306,0.8986842411192264,0.9817683284601492
0.9566339495798306,0.8986842411192264,0.9817683284601492
0.9463475630252086,0.8839950872293119,0.9756388733905507
0.9355936134453763,0.8689533197905411,0.9689396896737628
0.9235988235294103,0.8518675342410289,0.9613667213885569
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
0.9111177583465798,0.8345682417908712,0.953217529848412
